2022,1,2,3,4,5,6,7,8,9,10,11,12
1,0.501216027,0.551517394,0.35910589,0.161169881,0.326130686,0.081464389,0.74473297,0.513792905,0.744609031,0.608307594,0.749536974,0.54328664
2,0.501284115,0.57406379,0.339800267,0.160178432,0.348367324,0.078547322,0.766312123,0.533658779,0.764382385,0.623193544,0.76462039,0.53834584
3,0.50437195,0.581251687,0.336702497,0.162826704,0.333499138,0.066096094,0.81195716,0.523591423,0.766247229,0.674526544,0.747578514,0.550447501
4,0.510677959,0.649879226,0.337478438,0.154219001,0.324774661,0.071398075,0.745834263,0.550914823,0.728461955,0.636064323,0.780215679,0.564662928
5,0.542023721,0.603342068,0.326368685,0.152082332,0.304240592,0.095783387,0.660101167,0.518503213,0.732945146,0.590038613,0.804450847,0.595165221
6,0.535205834,0.556044829,0.309981183,0.150020589,0.328088725,0.045807337,0.708303798,0.535940472,0.677544624,0.55093875,0.73351064,0.611700075
7,0.482992316,0.449097635,0.289084377,1.127028645,1.181756853,0.28858796,0.883209876,0.668248341,0.62334362,0.58517232,0.640770211,0.578429866
8,0.579331077,0.371787054,1.721086863,1.782146957,1.323607457,0,0.625688181,0.558114875,0.68888695,0.528067095,0.616793261,0.613999492
9,2.752871088,0.304011513,1.871906441,5,2.211877773,4.74608136,0.591851347,1.251571309,0.591857312,4.82913108,2.461320049,0.821712848
10,2.75631035,5,1.915519822,5,2.211877773,4.74608136,0.591851347,1.23504264,0.591857312,4.82913114,2.363116878,0.591877081
11,2.716956474,5,1.903539245,5,2.211877773,4.74608136,0.591851347,1.239963054,0.591857312,4.82913114,2.33426584,0.591877081
12,2.712212821,5,1.903539245,5,2.211877773,4.74608136,0.591851347,1.238089719,0.591858316,4.82913114,2.33426584,0.591877081
13,2.712212821,5,1.903539245,5,2.211877773,4.74608136,0.591851347,1.239602006,0.629973277,4.82913114,2.33426584,0.591877081
14,2.712507794,5,1.903539245,5,2.211877773,4.742292783,0.591851347,1.24591102,0.69817929,4.830402998,2.33426584,0.591877081
15,2.753914218,5,1.903539245,5,2.241622974,4.736143377,0.591851347,1.411956072,0.704857226,4.835434398,2.33426584,0.591877081
16,2.787732363,5,1.998064793,5,2.162606266,4.72888537,0.591851347,1.259126859,0.781019034,0.458117243,0.731305415,0.677212464
17,0.383841235,0.313870613,1.752089237,2.272054075,2.171911493,1.073701032,0.875980919,0.454068582,0.640270913,0.38131207,0.497086342,0.565775727
18,0.360516448,0.414890087,0.275401203,0.124398895,1.189191252,0.121590024,0.618446777,0.406217379,0.516657208,0.434996503,0.471804672,0.416615581
19,0.342730939,0.356117406,0.172612301,0.150858962,0.331256249,0.152453646,0.475512869,0.417013882,0.448511614,0.397975584,0.445767668,0.400274678
20,0.350675177,0.370050017,0.156185215,0.043459365,0.17504628,0,0.345828308,0.392597856,0.501859358,0.406111571,0.451228551,0.407185602
21,0.369316567,0.382901537,0.267561684,0.135934154,0.319298282,0.008790048,0.397892556,0.420950469,0.535088643,0.450325204,0.472603642,0.417305449
22,0.399362063,0.422592649,0.32973386,0.161072594,0.365904737,0.15174039,0.448492553,0.480267086,0.595015274,0.529125955,0.509150938,0.458962372
23,0.458081693,0.446616084,0.343164977,0.173072033,0.343957232,0.1705382,0.525561414,0.48447805,0.601043907,0.586323982,0.572610714,0.518060233
24,0.491986194,0.499870759,0.32764096,0.156496888,0.30303238,0.136270422,0.63370197,0.489511768,0.646646783,0.745189892,0.684698042,0.57650843
